State,County/ Congressional District,Veteran Population,Year
Vermont,WINDHAM,3505,2014
Vermont,BENNINGTON,3184,2014
Vermont,ADDISON,2315,2014
Vermont,ESSEX,692,2014
Vermont,WASHINGTON,4594,2014
Utah,MILLARD,717,2014
Utah,TOOELE,3948,2014
Utah,WASHINGTON,10831,2014
Utah,KANE,666,2014
Utah,SUMMIT,1901,2014
Utah,GRAND,636,2014
Utah,PIUTE,189,2014
Utah,RICH,188,2014
Utah,WASATCH,888,2014
Utah,BEAVER,354,2014
Utah,BOX ELDER,2636,2014
Utah,IRON,2478,2014
Utah,SANPETE,1733,2014
Utah,SEVIER,1265,2014
Utah,WEBER,16381,2014
Utah,SAN JUAN,577,2014
Utah,SALT LAKE,48624,2014
Utah,DAGGETT,85,2014
Utah,WAYNE,156,2014
Utah,CARBON,1313,2014
Utah,MORGAN,719,2014
Utah,CACHE,4077,2014
Utah,JUAB,588,2014
Virginia,JAMES CITY,8883,2014
Virginia,RUSSELL,1365,2014
Virginia,SMYTH,2251,2014
Virginia,CHARLOTTESVILLE CITY,1782,2014
Virginia,CAMPBELL,4741,2014
Virginia,HENRICO,21527,2014
Virginia,KING GEORGE,3048,2014
Virginia,LANCASTER,1372,2014
Virginia,LEE,1858,2014
Virginia,MATHEWS,1043,2014
Virginia,MIDDLESEX,1183,2014
Virginia,PRINCE GEORGE,4299,2014
Virginia,RICHMOND,466,2014
Virginia,SCOTT,1542,2014
Virginia,SPOTSYLVANIA,13280,2014
Virginia,APPOMATTOX,1346,2014
Virginia,FRANKLIN,4483,2014
Virginia,CUMBERLAND,862,2014
Virginia,KING AND QUEEN,723,2014
Virginia,MONTGOMERY,4605,2014
Virginia,NEW KENT,1941,2014
Virginia,DICKENSON,932,2014
Virginia,HALIFAX,2691,2014
Virginia,LOUDOUN,20631,2014
Virginia,PRINCE WILLIAM,41081,2014
Virginia,SOUTHAMPTON,1931,2014
Virginia,HIGHLAND,268,2014
Virginia,CAROLINE,2953,2014
Virginia,GLOUCESTER,4545,2014
Virginia,PATRICK,1586,2014
Virginia,POWHATAN,2241,2014
Virginia,SHENANDOAH,3500,2014
Virginia,FAUQUIER,6475,2014
Virginia,STAUNTON CITY,1547,2014
Washington,ASOTIN,2507,2014
Washington,ADAMS,727,2014
Washington,GARFIELD,237,2014
Washington,MASON,8227,2014
Washington,SKAGIT,11377,2014
Washington,STEVENS,5403,2014
Washington,SPOKANE,45187,2014
Washington,LINCOLN,1224,2014
Washington,CHELAN,5582,2014
Washington,JEFFERSON,4330,2014
Washington,KITSAP,35134,2014
Washington,KING,117855,2014
Washington,PACIFIC,2931,2014
Washington,PEND OREILLE,1636,2014
Washington,SAN JUAN,1546,2014
Washington,SKAMANIA,1233,2014
Washington,WHITMAN,2481,2014
Washington,YAKIMA,13915,2014
Washington,CLALLAM,8985,2014
Washington,COWLITZ,10469,2014
Washington,FERRY,892,2014
Washington,LEWIS,7943,2014
Washington,DOUGLAS,3109,2014
Washington,ISLAND,12634,2014
Washington,PIERCE,89025,2014
Washington,FRANKLIN,3610,2014
Washington,WALLA WALLA,5150,2014
Washington,WHATCOM,14187,2014
West Virginia,GRANT,851,2014
West Virginia,HAMPSHIRE,1492,2014
West Virginia,BROOKE,1991,2014
West Virginia,DODDRIDGE,727,2014
West Virginia,HARDY,1164,2014
West Virginia,MARION,4921,2014
West Virginia,MINGO,1395,2014
West Virginia,HANCOCK,2875,2014
West Virginia,MARSHALL,3050,2014
West Virginia,NICHOLAS,1833,2014
West Virginia,TUCKER,684,2014
West Virginia,TYLER,847,2014
West Virginia,ROANE,1150,2014
West Virginia,MASON,2997,2014
West Virginia,TAYLOR,1675,2014
West Virginia,WOOD,8069,2014
West Virginia,GILMER,657,2014
West Virginia,MONROE,987,2014
West Virginia,PLEASANTS,626,2014
West Virginia,CABELL,7286,2014
West Virginia,JEFFERSON,4795,2014
West Virginia,LOGAN,2576,2014
West Virginia,PENDLETON,769,2014
West Virginia,HARRISON,5862,2014
West Virginia,OHIO,3771,2014
West Virginia,CALHOUN,657,2014
West Virginia,MORGAN,1486,2014
West Virginia,RALEIGH,7504,2014
West Virginia,PUTNAM,4718,2014
West Virginia,BARBOUR,1346,2014
West Virginia,MCDOWELL,1422,2014
West Virginia,WAYNE,3393,2014
West Virginia,JACKSON,2913,2014
West Virginia,MERCER,5506,2014
West Virginia,UPSHUR,1966,2014
West Virginia,WEBSTER,609,2014
West Virginia,BERKELEY,10868,2014
West Virginia,FAYETTE,3877,2014
Wisconsin,IRON,727,2014
Wisconsin,CLARK,2075,2014
Wisconsin,SAINT CROIX,5616,2014
Wisconsin,OCONTO,3450,2014
Wisconsin,LINCOLN,2563,2014
Wisconsin,WAUPACA,4986,2014
Wisconsin,BARRON,3673,2014
Wisconsin,SAWYER,1653,2014
Wisconsin,GREEN LAKE,1518,2014
Wisconsin,PRICE,1451,2014
Wisconsin,MARQUETTE,1583,2014
Wisconsin,MARINETTE,4589,2014
Wisconsin,MILWAUKEE,50684,2014
Wisconsin,RACINE,13648,2014
Wisconsin,WINNEBAGO,12735,2014
Wisconsin,FOREST,891,2014
Wisconsin,GREEN,2295,2014
Wisconsin,RUSK,1289,2014
Wisconsin,SHAWANO,3466,2014
Wisconsin,LANGLADE,1789,2014
Wisconsin,OUTAGAMIE,11733,2014
Wisconsin,VERNON,2279,2014
Wisconsin,COLUMBIA,4381,2014
Wisconsin,KEWAUNEE,1650,2014
Wisconsin,BROWN,16705,2014
Wisconsin,EAU CLAIRE,6842,2014
Wisconsin,ONEIDA,3952,2014
Wisconsin,POLK,3555,2014
Wisconsin,WASHBURN,1579,2014
Wisconsin,WAUKESHA,25599,2014
Wisconsin,WALWORTH,6696,2014
Wisconsin,CRAWFORD,1554,2014
Wisconsin,JUNEAU,2738,2014
Wisconsin,DANE,27164,2014
Wisconsin,SAUK,4662,2014
Wisconsin,WASHINGTON,8631,2014
Wisconsin,CHIPPEWA,5208,2014
Wisconsin,DOUGLAS,4057,2014
Wisconsin,JACKSON,1891,2014
Wisconsin,IOWA,1581,2014
Wisconsin,OZAUKEE,5785,2014
Wisconsin,PORTAGE,4667,2014
Wisconsin,ROCK,12033,2014
Wisconsin,TAYLOR,1428,2014
Wisconsin,ADAMS,2509,2014
Wisconsin,BAYFIELD,1628,2014
Wisconsin,MONROE,5253,2014
Wisconsin,WOOD,6080,2014
Wisconsin,ASHLAND,1335,2014
Wisconsin,FLORENCE,539,2014
Wisconsin,JEFFERSON,6177,2014
Wyoming,CAMPBELL,2775,2014
Wyoming,LINCOLN,1116,2014
Wyoming,NATRONA,6139,2014
Wyoming,CONVERSE,1172,2014
Wyoming,NIOBRARA,191,2014
Wyoming,SWEETWATER,3482,2014
Virginia,FLUVANNA,2213,2014
Virginia,AMELIA,1035,2014
Virginia,RADFORD CITY,712,2014
Virginia,WINCHESTER CITY,1546,2014
Virginia,ACCOMACK,3174,2014
Virginia,CRAIG,568,2014
Virginia,FLOYD,1437,2014
Virginia,GILES,1382,2014
Virginia,GRAYSON,1137,2014
Virginia,NOTTOWAY,1240,2014
Virginia,RAPPAHANNOCK,773,2014
Virginia,CHARLES CITY,690,2014
Virginia,CULPEPER,3812,2014
Virginia,DINWIDDIE,2566,2014
Virginia,GREENE,1794,2014
Virginia,HANOVER,7397,2014
Virginia,LUNENBURG,1185,2014
Virginia,ORANGE,3412,2014
Virginia,EMPORIA CITY,337,2014
Virginia,WYTHE,2162,2014
Virginia,CHESAPEAKE CITY,26145,2014
Virginia,HARRISONBURG CITY,1560,2014
Virginia,ALBEMARLE,6583,2014
Virginia,BEDFORD,6999,2014
Virginia,BUCKINGHAM,1158,2014
Virginia,WISE,2884,2014
Virginia,COVINGTON CITY,586,2014
Virginia,PORTSMOUTH CITY,11468,2014
Virginia,VIRGINIA BEACH CITY,61658,2014
Virginia,ALLEGHANY,1318,2014
Virginia,GALAX CITY,509,2014
Virginia,WESTMORELAND,1762,2014
Virginia,NORTHUMBERLAND,1496,2014
Virginia,PULASKI,3077,2014
Virginia,WARREN,3577,2014
Virginia,BATH,480,2014
Virginia,DANVILLE CITY,3989,2014
Virginia,FREDERICKSBURG CITY,2089,2014
Virginia,AMHERST,2443,2014
Virginia,HOPEWELL CITY,1969,2014
Virginia,NEWPORT NEWS CITY,21969,2014
Virginia,FREDERICK,7416,2014
Virginia,LYNCHBURG CITY,5241,2014
Virginia,YORK,9552,2014
Virginia,MARTINSVILLE CITY,954,2014
Virginia,NELSON,1253,2014
Virginia,PITTSYLVANIA,5218,2014
Virginia,BUENA VISTA CITY,341,2014
Virginia,FALLS CHURCH CITY,758,2014
Virginia,PETERSBURG CITY,2913,2014
Virginia,POQUOSON CITY,1237,2014
Virginia,FAIRFAX CITY,1797,2014
Virginia,WAYNESBORO CITY,1743,2014
Virginia,ROANOKE CITY,7562,2014
Virginia,SUFFOLK CITY,10721,2014
Virginia,NORFOLK CITY,28221,2014
Virginia,CHESTERFIELD,26715,2014
Virginia,FAIRFAX,82116,2014
Washington,OKANOGAN,3957,2014
Washington,KITTITAS,3699,2014
Washington,BENTON,14136,2014
Washington,CLARK,35839,2014
Mississippi,JEFFERSON DAVIS,674,2014
Mississippi,LAFAYETTE,2242,2014
Mississippi,LOWNDES,5479,2014
Mississippi,WILKINSON,284,2014
Mississippi,SCOTT,1233,2014
Mississippi,YAZOO,1418,2014
Mississippi,BOLIVAR,1451,2014
Mississippi,PIKE,2144,2014
Mississippi,STONE,1432,2014
Mississippi,KEMPER,607,2014
Alabama,COOSA,896,2014
Alabama,DALE,6577,2014
Alabama,HALE,972,2014
Alabama,ETOWAH,8311,2014
Alabama,DEKALB,4456,2014
Alabama,ESCAMBIA,2664,2014
Alabama,LAMAR,1029,2014
Alabama,RANDOLPH,1645,2014
Alabama,BUTLER,1502,2014
Alabama,MOBILE,32153,2014
Alabama,PERRY,633,2014
Alabama,WALKER,5280,2014
Alabama,CLEBURNE,899,2014
Alabama,CONECUH,1041,2014
Alabama,GREENE,476,2014
Alabama,BARBOUR,2167,2014
Alabama,BIBB,1123,2014
Alabama,BULLOCK,606,2014
Alabama,CALHOUN,11025,2014
Alabama,CLARKE,1456,2014
Alabama,FAYETTE,1246,2014
Alabama,MARSHALL,7052,2014
Alabama,BLOUNT,4531,2014
Alabama,MADISON,34196,2014
Alabama,AUTAUGA,5792,2014
Alabama,GENEVA,2129,2014
Alabama,WILCOX,486,2014
Alaska,BRISTOL BAY,83,2014
Alaska,KODIAK ISLAND,1024,2014
Alaska,BETHEL,843,2014
Alaska,WADE HAMPTON,281,2014
Alaska,SITKA,764,2014
Alaska,KETCHIKAN GATEWAY,1329,2014
Alaska,MATANUSKA-SUSITNA,9775,2014
Alaska,DILLINGHAM,184,2014
Alaska,HAINES,230,2014
Alaska,JUNEAU,2548,2014
Alaska,LAKE AND PENINSULA,64,2014
Alaska,YUKON-KOYUKUK,461,2014
Alaska,ANCHORAGE,30203,2014
Alaska,DENALI,217,2014
Alaska,VALDEZ-CORDOVA,868,2014
Alaska,HOONAH-ANGOON,194,2014
Alaska,SKAGWAY,68,2014
Alaska,WRANGELL,388,2014
Alaska,PETERSBURG,268,2014
Arizona,MARICOPA,268788,2014
Arizona,GILA,6061,2014
Arizona,SANTA CRUZ,2207,2014
Arizona,YAVAPAI,27369,2014
Arizona,COCHISE,18931,2014
Arizona,MOHAVE,25821,2014
Arizona,COCONINO,7900,2014
Arizona,GREENLEE,725,2014
Arizona,NAVAJO,7015,2014
Arkansas,NEVADA,693,2014
Arkansas,CROSS,1175,2014
Arkansas,DALLAS,520,2014
Arkansas,COLUMBIA,1415,2014
Arkansas,RANDOLPH,1421,2014
Arkansas,VAN BUREN,1737,2014
Arkansas,IZARD,1546,2014
Mississippi,SUNFLOWER,1186,2014
Mississippi,ADAMS,1829,2014
Mississippi,DESOTO,11321,2014
Pennsylvania,DELAWARE,32677,2014
Pennsylvania,SOMERSET,6577,2014
Missouri,MADISON,977,2014
Missouri,VERNON,1546,2014
Missouri,NODAWAY,1227,2014
Missouri,CHARITON,567,2014
Missouri,WAYNE,1245,2014
Missouri,SCOTT,2860,2014
Missouri,BARTON,900,2014
Missouri,CEDAR,1388,2014
Missouri,GASCONADE,1287,2014
Missouri,MACON,1491,2014
Missouri,OREGON,1197,2014
Missouri,STE. GENEVIEVE,1642,2014
Missouri,DOUGLAS,1458,2014
Missouri,HENRY,2150,2014
Missouri,LAWRENCE,3605,2014
Missouri,PULASKI,7197,2014
Missouri,TEXAS,2760,2014
Missouri,CALLAWAY,3753,2014
Missouri,COOPER,1338,2014
Missouri,GENTRY,577,2014
Missouri,MISSISSIPPI,995,2014
Missouri,OZARK,1304,2014
Missouri,BOLLINGER,997,2014
Montana,PHILLIPS,393,2014
Nebraska,BLAINE,46,2014
Nebraska,DEUEL,192,2014
Nebraska,LOGAN,53,2014
Nebraska,THAYER,474,2014
Nebraska,ADAMS,2417,2014
Nebraska,BOONE,484,2014
Nebraska,ROCK,95,2014
Nebraska,SHERMAN,248,2014
Nebraska,HOWARD,539,2014
Nebraska,GOSPER,148,2014
Nebraska,SARPY,17958,2014
Nebraska,BOYD,207,2014
Nebraska,FILLMORE,498,2014
Nebraska,HOOKER,87,2014
Nebraska,SEWARD,1083,2014
Nebraska,WEBSTER,289,2014
Nebraska,BUTLER,677,2014
Nebraska,ARTHUR,27,2014
Florida,ESCAMBIA,33027,2014
Florida,HERNANDO,20524,2014
Florida,HILLSBOROUGH,93525,2014
Florida,OKALOOSA,31306,2014
Florida,TAYLOR,2313,2014
Florida,WAKULLA,3191,2014
Georgia,LUMPKIN,2162,2014
Georgia,MCDUFFIE,1240,2014
Georgia,MILLER,331,2014
Georgia,MORGAN,1353,2014
Georgia,HEARD,892,2014
Georgia,OCONEE,2213,2014
Georgia,DOUGHERTY,6826,2014
Georgia,FANNIN,2426,2014
Georgia,HENRY,18059,2014
Georgia,HOUSTON,18645,2014
Georgia,LAURENS,3262,2014
Georgia,LONG,1759,2014
Georgia,SPALDING,4982,2014
Georgia,STEPHENS,1786,2014
Georgia,TELFAIR,853,2014
Georgia,UPSON,1991,2014
Georgia,WASHINGTON,1208,2014
Georgia,PEACH,2226,2014
Georgia,PIERCE,1391,2014
Georgia,WALKER,5298,2014
Georgia,PIKE,1382,2014
Georgia,SCREVEN,944,2014
Georgia,TATTNALL,2049,2014
Georgia,GWINNETT,38807,2014
Georgia,CHARLTON,1275,2014
Georgia,BARTOW,6653,2014
Georgia,DOUGLAS,10376,2014
Georgia,JEFF DAVIS,684,2014
Georgia,HANCOCK,495,2014
Georgia,CALHOUN,390,2014
Georgia,TROUP,4683,2014
Georgia,BIBB,10892,2014
Georgia,MARION,910,2014
Georgia,SCHLEY,328,2014
Georgia,BLECKLEY,874,2014
Georgia,EVANS,763,2014
Georgia,FRANKLIN,1322,2014
Georgia,EFFINGHAM,4575,2014
Georgia,LAMAR,1639,2014
Georgia,EMANUEL,1333,2014
Georgia,QUITMAN,265,2014
Georgia,JASPER,811,2014
Georgia,LANIER,961,2014
Georgia,LIBERTY,10204,2014
Georgia,MITCHELL,1509,2014
Georgia,SEMINOLE,582,2014
Georgia,TWIGGS,501,2014
Georgia,POLK,2814,2014
Georgia,TAYLOR,581,2014
Georgia,THOMAS,3494,2014
Georgia,TOOMBS,1753,2014
Georgia,MONTGOMERY,438,2014
Georgia,OGLETHORPE,1169,2014
Georgia,ROCKDALE,6699,2014
Georgia,WAYNE,2645,2014
Georgia,WHEELER,476,2014
Georgia,BALDWIN,3032,2014
New York,SUFFOLK,78984,2014
New York,WYOMING,3145,2014
New York,OSWEGO,9041,2014
New York,WAYNE,6664,2014
New York,BROOME,14031,2014
New York,ERIE,62750,2014
New York,SULLIVAN,5673,2014
New York,ORANGE,22183,2014
North Carolina,HAYWOOD,6148,2014
North Carolina,FORSYTH,24625,2014
North Carolina,BLADEN,2128,2014
North Carolina,CARTERET,8806,2014
North Carolina,BERTIE,1030,2014
North Carolina,MARTIN,1530,2014
North Carolina,PERQUIMANS,1480,2014
North Carolina,ROCKINGHAM,6880,2014
North Carolina,CAMDEN,1341,2014
North Carolina,GASTON,14860,2014
North Carolina,MOORE,9865,2014
North Carolina,STANLY,4158,2014
North Carolina,YANCEY,1254,2014
Indiana,OHIO,542,2014
Indiana,OWEN,2096,2014
Arkansas,LOGAN,1900,2014
Arkansas,INDEPENDENCE,2815,2014
Arkansas,LINCOLN,971,2014
Arkansas,GRANT,1513,2014
Arkansas,CRITTENDEN,3414,2014
Arkansas,FRANKLIN,1635,2014
Arkansas,FAULKNER,8001,2014
Arkansas,PIKE,868,2014
Arkansas,JEFFERSON,5739,2014
Arkansas,MARION,2254,2014
Arkansas,MONTGOMERY,1123,2014
Arkansas,SCOTT,791,2014
Arkansas,SEARCY,624,2014
Arkansas,SEBASTIAN,9452,2014
Arkansas,CRAWFORD,5227,2014
Arkansas,BENTON,16331,2014
Arkansas,CHICOT,924,2014
Arkansas,HOT SPRING,2911,2014
Arkansas,JOHNSON,1815,2014
Arkansas,LEE,366,2014
Arkansas,MADISON,1100,2014
Arkansas,FULTON,1216,2014
Arkansas,HOWARD,818,2014
Arkansas,MISSISSIPPI,2822,2014
Arkansas,PRAIRIE,823,2014
Arkansas,UNION,2618,2014
Arkansas,CLEBURNE,3007,2014
Arkansas,CLEVELAND,639,2014
Arkansas,HEMPSTEAD,1533,2014
Arkansas,SHARP,2029,2014
Arkansas,WASHINGTON,11649,2014
Arkansas,ASHLEY,1462,2014
Arkansas,CRAIGHEAD,5954,2014
Arkansas,LAFAYETTE,423,2014
Arkansas,PERRY,824,2014
Arkansas,POINSETT,1626,2014
Arkansas,SEVIER,1065,2014
Arkansas,CALHOUN,453,2014
Arkansas,BRADLEY,665,2014
Arkansas,LAWRENCE,1408,2014
Arkansas,POLK,2040,2014
Arkansas,CONWAY,1456,2014
Arkansas,NEWTON,851,2014
Arkansas,LITTLE RIVER,1200,2014
Arkansas,LONOKE,7574,2014
Arkansas,MILLER,3288,2014
Arkansas,SAINT FRANCIS,1882,2014
Arkansas,WHITE,6006,2014
California,MERCED,11085,2014
California,MARIPOSA,1888,2014
California,YUBA,6388,2014
California,CONTRA COSTA,55474,2014
California,LASSEN,3099,2014
California,STANISLAUS,24593,2014
California,SONOMA,32078,2014
California,TEHAMA,5414,2014
California,MONO,934,2014
California,SAN BENITO,2662,2014
North Carolina,ASHE,2072,2014
North Carolina,CHATHAM,5254,2014
North Carolina,JOHNSTON,12971,2014
North Carolina,PERSON,2734,2014
North Carolina,LENOIR,4033,2014
North Carolina,ONSLOW,23480,2014
North Carolina,RUTHERFORD,5336,2014
North Carolina,YADKIN,2463,2014
North Carolina,BURKE,6555,2014
North Dakota,TRAILL,660,2014
North Dakota,DICKEY,353,2014
North Dakota,WARD,6273,2014
North Dakota,PEMBINA,636,2014
North Dakota,HETTINGER,203,2014
North Dakota,CASS,9655,2014
North Dakota,EMMONS,292,2014
North Dakota,RICHLAND,1120,2014
North Dakota,ADAMS,214,2014
North Dakota,EDDY,206,2014
North Dakota,MERCER,711,2014
North Dakota,RANSOM,394,2014
North Dakota,SIOUX,216,2014
North Dakota,GOLDEN VALLEY,126,2014
North Dakota,TOWNER,178,2014
North Dakota,DIVIDE,176,2014
Indiana,BENTON,596,2014
Indiana,PARKE,1328,2014
Indiana,RANDOLPH,1909,2014
Indiana,WHITLEY,2515,2014
Indiana,BROWN,1752,2014
Indiana,CLINTON,2016,2014
Indiana,PUTNAM,2741,2014
Indiana,UNION,570,2014
Indiana,WASHINGTON,2171,2014
Indiana,DAVIESS,1901,2014
Indiana,DEARBORN,3741,2014
Indiana,HENRY,4170,2014
Indiana,KNOX,2721,2014
Indiana,LAWRENCE,3925,2014
Indiana,MADISON,10257,2014
Indiana,PERRY,1335,2014
Indiana,PIKE,1087,2014
Indiana,PULASKI,958,2014
Indiana,STEUBEN,2469,2014
Indiana,WARREN,725,2014
Indiana,WELLS,1780,2014
Indiana,DECATUR,1912,2014
Indiana,DELAWARE,8173,2014
Indiana,JEFFERSON,2807,2014
Indiana,JENNINGS,2254,2014
Indiana,MIAMI,3342,2014
Indiana,MORGAN,5445,2014
Indiana,NEWTON,945,2014
Indiana,SAINT JOSEPH,17002,2014
Indiana,KOSCIUSKO,4653,2014
Indiana,SWITZERLAND,949,2014
Indiana,VANDERBURGH,12766,2014
Indiana,CARROLL,1596,2014
Indiana,MONROE,7015,2014
Indiana,FOUNTAIN,1170,2014
Indiana,STARKE,1749,2014
Indiana,CRAWFORD,835,2014
Indiana,GREENE,2732,2014
Indiana,MARION,55617,2014
Iowa,BENTON,1988,2014
Iowa,DUBUQUE,7058,2014
Iowa,FREMONT,736,2014
Iowa,POCAHONTAS,666,2014
Iowa,TAYLOR,457,2014
Iowa,VAN BUREN,653,2014
Iowa,RINGGOLD,379,2014
Iowa,ADAMS,302,2014
Iowa,AUDUBON,533,2014
Iowa,CLARKE,720,2014
Iowa,DAVIS,605,2014
Iowa,IDA,612,2014
Iowa,JOHNSON,6542,2014
Iowa,MONROE,647,2014
Iowa,WAPELLO,2680,2014
Iowa,SIOUX,1708,2014
Iowa,CALHOUN,875,2014
Iowa,CARROLL,1387,2014
Iowa,CERRO GORDO,3931,2014
Iowa,GREENE,788,2014
Iowa,HARDIN,1404,2014
California,SIERRA,400,2014
California,SACRAMENTO,92734,2014
California,EL DORADO,15793,2014
California,MONTEREY,20635,2014
Nebraska,GAGE,1871,2014
Nebraska,KEARNEY,595,2014
Nebraska,MADISON,2269,2014
Nebraska,PHELPS,685,2014
Nebraska,WAYNE,751,2014
Nebraska,KNOX,722,2014
Nebraska,MERRICK,762,2014
Nebraska,PAWNEE,206,2014
Nebraska,WHEELER,56,2014
Nevada,LANDER,525,2014
Nevada,ESMERALDA,79,2014
Nevada,MINERAL,764,2014
Nevada,LINCOLN,529,2014
Nevada,WASHOE,35638,2014
Nevada,CARSON CITY,5805,2014
New Hampshire,MERRIMACK,12477,2014
New Hampshire,BELKNAP,6226,2014
New Hampshire,STRAFFORD,10177,2014
New Jersey,MONMOUTH,34056,2014
New Jersey,SUSSEX,9223,2014
New Jersey,ESSEX,24391,2014
New Jersey,GLOUCESTER,18413,2014
New Jersey,PASSAIC,15509,2014
New Jersey,BERGEN,35803,2014
New Jersey,WARREN,6727,2014
New Jersey,BURLINGTON,35774,2014
New Mexico,LUNA,2015,2014
New Mexico,TAOS,3269,2014
New Mexico,COLFAX,1343,2014
New Mexico,HARDING,88,2014
New Mexico,QUAY,798,2014
Missouri,KNOX,362,2014
Missouri,MONTGOMERY,1055,2014
Missouri,STODDARD,2827,2014
Missouri,AUDRAIN,2003,2014
Missouri,GREENE,22503,2014
Missouri,SAINT CLAIR,970,2014
Missouri,SCHUYLER,270,2014
Missouri,CAMDEN,4904,2014
Missouri,JEFFERSON,17388,2014
Missouri,NEW MADRID,1563,2014
Missouri,RALLS,941,2014
Montana,CUSTER,1065,2014
Montana,POWDER RIVER,100,2014
Montana,ROOSEVELT,501,2014
Montana,LIBERTY,133,2014
Montana,RICHLAND,780,2014
Utah,GARFIELD,408,2014
Iowa,LUCAS,656,2014
Iowa,LYON,684,2014
Utah,EMERY,586,2014
Virginia,ISLE OF WIGHT,4044,2014
Virginia,FRANKLIN CITY,928,2014
Virginia,LEXINGTON CITY,282,2014
Virginia,HENRY,4116,2014
Virginia,KING WILLIAM,1152,2014
Virginia,LOUISA,3000,2014
Virginia,PRINCE EDWARD,1466,2014
Virginia,ROCKINGHAM,4967,2014
Virginia,SURRY,599,2014
Virginia,CLARKE,1495,2014
Virginia,MECKLENBURG,2806,2014
Virginia,AUGUSTA,6279,2014
Virginia,GOOCHLAND,1717,2014
Virginia,MADISON,1111,2014
Virginia,ROANOKE,8492,2014
Virginia,BRUNSWICK,1016,2014
Virginia,NORTHAMPTON,1169,2014
Virginia,ROCKBRIDGE,2304,2014
Virginia,NORTON CITY,246,2014
Washington,KLICKITAT,2004,2014
Washington,GRAYS HARBOR,7227,2014
Washington,WAHKIAKUM,449,2014
Washington,GRANT,5734,2014
Washington,SNOHOMISH,55677,2014
West Virginia,SUMMERS,1381,2014
West Virginia,GREENBRIER,3562,2014
West Virginia,MINERAL,2263,2014
West Virginia,LEWIS,1355,2014
West Virginia,POCAHONTAS,825,2014
West Virginia,RANDOLPH,2563,2014
West Virginia,WIRT,515,2014
West Virginia,CLAY,596,2014
West Virginia,MONONGALIA,5456,2014
West Virginia,WETZEL,1536,2014
West Virginia,KANAWHA,15692,2014
West Virginia,PRESTON,2821,2014
West Virginia,RITCHIE,988,2014
West Virginia,LINCOLN,1697,2014
West Virginia,BRAXTON,1278,2014
West Virginia,BOONE,1731,2014
West Virginia,WYOMING,1576,2014
Wisconsin,DUNN,2968,2014
Wisconsin,GRANT,3133,2014
Wisconsin,SHEBOYGAN,8049,2014
Georgia,BANKS,1221,2014
Georgia,BULLOCH,3997,2014
Georgia,CLARKE,5284,2014
Georgia,CLAY,228,2014
Georgia,ECHOLS,298,2014
Georgia,GLYNN,7592,2014
Georgia,DEKALB,41133,2014
Georgia,HARALSON,1916,2014
Georgia,JACKSON,4012,2014
Georgia,JEFFERSON,1017,2014
Georgia,JONES,1876,2014
Georgia,LINCOLN,717,2014
Georgia,MURRAY,1935,2014
Georgia,MUSCOGEE,21366,2014
Georgia,PULASKI,984,2014
Georgia,RABUN,1494,2014
Georgia,STEWART,353,2014
Georgia,TOWNS,1280,2014
Georgia,TREUTLEN,353,2014
Georgia,TURNER,426,2014
Georgia,ATKINSON,457,2014
Georgia,APPLING,1049,2014
Georgia,BRANTLEY,1215,2014
Georgia,BEN HILL,1142,2014
Georgia,CATOOSA,4490,2014
Georgia,CHATTOOGA,1423,2014
Georgia,COLUMBIA,13384,2014
Georgia,FLOYD,7014,2014
Georgia,FORSYTH,10094,2014
Georgia,HART,1818,2014
Georgia,LOWNDES,9437,2014
Georgia,MERIWETHER,1299,2014
Georgia,PUTNAM,1841,2014
Georgia,SUMTER,1894,2014
California,SAN DIEGO,236014,2014
California,TULARE,16939,2014
California,YOLO,9638,2014
California,HUMBOLDT,9817,2014
California,NEVADA,9819,2014
California,ALPINE,147,2014
California,MADERA,8529,2014
Georgia,CANDLER,821,2014
Georgia,WARREN,280,2014
Georgia,BAKER,204,2014
Georgia,BUTTS,1452,2014
Georgia,CARROLL,7051,2014
Georgia,EARLY,745,2014
Georgia,CRISP,1647,2014
Georgia,COWETA,10421,2014
Georgia,COBB,44371,2014
Georgia,DADE,1378,2014
Georgia,WILKES,690,2014
Georgia,BROOKS,1522,2014
Georgia,GORDON,3087,2014
Georgia,ELBERT,1465,2014
Georgia,FAYETTE,11253,2014
Georgia,JENKINS,639,2014
Georgia,NEWTON,7307,2014
Georgia,GREENE,1329,2014
Georgia,COLQUITT,2277,2014
Georgia,DAWSON,1572,2014
Georgia,CLAYTON,17520,2014
Georgia,HALL,10588,2014
Hawaii,HONOLULU,83004,2014
Hawaii,MAUI,9635,2014
Hawaii,KALAWAO,4,2014
Idaho,ONEIDA,357,2014
Idaho,GEM,1714,2014
Idaho,VALLEY,1054,2014
Idaho,ADAMS,586,2014
North Dakota,SARGENT,304,2014
Ohio,MEIGS,1830,2014
Ohio,CHAMPAIGN,3300,2014
Ohio,GREENE,17228,2014
Ohio,LAWRENCE,5285,2014
Ohio,MORGAN,1317,2014
Ohio,WYANDOT,1660,2014
Ohio,ERIE,7018,2014
Ohio,LOGAN,3322,2014
Ohio,SUMMIT,39016,2014
Ohio,SHELBY,3350,2014
Ohio,WILLIAMS,2980,2014
Ohio,COLUMBIANA,9566,2014
Ohio,FULTON,2611,2014
Ohio,GALLIA,2189,2014
Ohio,MAHONING,19343,2014
Ohio,SCIOTO,6137,2014
Ohio,MORROW,2610,2014
