State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,Year
South Dakota,MCPHERSON,274,988,454,0,18,0,0,2,514,124,2013
South Dakota,MARSHALL,395,2046,745,0,17,0,0,86,1197,158,2013
South Dakota,MEADE,3577,47567,11553,1605,1745,0,3088,298,29279,1612,2013
South Dakota,MELLETTE,155,803,308,0,31,0,0,1,463,55,2013
South Dakota,MINER,275,1059,450,0,11,0,0,229,370,63,2013
South Dakota,MINNEHAHA,14689,113020,39665,371,5773,0,6758,1049,59404,4824,2013
South Dakota,MOODY,680,3537,1259,0,140,0,0,18,2121,174,2013
South Dakota,PENNINGTON,12433,112361,47255,0,10268,0,0,1094,53744,5468,2013
South Dakota,PERKINS,301,1990,638,0,43,0,0,46,1263,150,2013
South Dakota,POTTER,272,1402,575,0,30,0,0,1,796,124,2013
South Dakota,ROBERTS,770,6311,2802,0,132,0,0,37,3341,347,2013
South Dakota,SANBORN,297,1149,457,0,36,0,0,1,654,73,2013
South Dakota,SHANNON,721,9189,3415,0,196,0,0,9,5568,314,2013
South Dakota,SPINK,702,2936,1261,0,38,0,0,105,1531,265,2013
South Dakota,STANLEY,226,1267,483,0,59,0,0,5,720,126,2013
South Dakota,SULLY,136,338,107,0,19,0,0,7,205,52,2013
South Dakota,TODD,602,3716,1548,0,84,0,0,4,2080,166,2013
South Dakota,TRIPP,516,3273,1180,0,39,0,0,6,2048,268,2013
South Dakota,TURNER,817,4366,1814,0,149,0,0,15,2387,285,2013
South Dakota,UNION,1101,6676,2776,0,389,0,0,162,3349,378,2013
South Dakota,WALWORTH,535,3304,1156,0,110,0,0,16,2022,284,2013
South Dakota,YANKTON,2078,9653,4305,0,535,0,0,50,4763,536,2013
South Dakota,ZIEBACH,206,554,243,0,0,0,0,4,307,38,2013
Tennesee,ANDERSON,7922,29308,18631,0,1960,0,0,346,8371,1484,2013
Tennesee,BEDFORD,3254,20317,8833,0,750,0,0,150,10584,1037,2013
Tennesee,BENTON,1859,12089,6464,0,311,0,0,4,5309,480,2013
Tennesee,BLEDSOE,914,4953,2562,0,78,0,0,227,2086,305,2013
Tennesee,BLOUNT,12283,49261,32272,0,3849,0,0,1262,11878,2208,2013
Tennesee,BRADLEY,8453,34131,20874,0,2232,0,0,437,10588,1607,2013
Tennesee,CAMPBELL,3190,26955,19628,0,461,0,0,268,6598,959,2013
Tennesee,CANNON,1049,7800,3953,0,298,0,0,63,3486,361,2013
Tennesee,CARROLL,2998,13051,7422,0,903,0,0,143,4583,516,2013
Tennesee,CARTER,5858,59360,23023,0,965,0,0,226,35146,2837,2013
Tennesee,CHEATHAM,3334,19914,9449,0,1762,0,0,263,8439,741,2013
Tennesee,CHESTER,1241,5417,3087,0,334,0,0,46,1950,264,2013
Tennesee,CLAIBORNE,2370,18626,12305,0,992,0,0,226,5103,660,2013
Tennesee,CLAY,685,3863,1732,0,75,0,0,7,2049,193,2013
Tennesee,COCKE,3129,26296,14414,0,519,0,0,80,11284,1160,2013
Tennesee,COFFEE,5046,32617,16184,0,1605,0,0,466,14363,1576,2013
Tennesee,CROCKETT,1039,5690,3271,0,139,0,0,31,2250,235,2013
Tennesee,CUMBERLAND,6900,30167,17096,0,685,0,0,353,12033,2010,2013
Tennesee,DAVIDSON,39006,318747,107843,576,27265,0,47809,2708,132547,9600,2013
Tennesee,DECATUR,1105,6054,3485,0,163,0,0,76,2329,289,2013
Tennesee,DE KALB,1432,7965,3521,0,285,0,0,69,4090,362,2013
Tennesee,DICKSON,4579,26126,14012,0,1768,0,0,342,10003,966,2013
Tennesee,DYER,2968,14772,9221,0,578,0,0,61,4912,784,2013
Tennesee,FAYETTE,4001,13277,5324,0,513,0,0,278,7162,673,2013
Tennesee,FENTRESS,1240,10500,6369,0,163,0,0,14,3954,543,2013
Tennesee,FRANKLIN,3792,20421,10237,0,724,0,0,416,9045,1089,2013
Tennesee,GIBSON,4221,21491,13769,0,1356,0,0,103,6263,886,2013
Tennesee,GILES,2445,13814,7605,0,728,0,0,328,5152,593,2013
Tennesee,GRAINGER,1880,10286,6441,0,339,0,0,54,3452,509,2013
Tennesee,GREENE,6302,43806,19987,0,1151,0,0,355,22314,2264,2013
Tennesee,GRUNDY,994,7074,3533,0,145,0,0,35,3361,330,2013
Tennesee,HAMBLEN,5514,33480,18379,0,1241,0,0,182,13677,1538,2013
Tennesee,HAMILTON,27245,119457,69483,990,8772,0,1980,1895,36337,5663,2013
Tennesee,HANCOCK,523,3453,1784,0,35,0,0,15,1619,125,2013
Tennesee,HARDEMAN,2213,12319,5216,0,356,0,0,116,6631,453,2013
Tennesee,HARDIN,2463,11662,6570,0,324,0,0,32,4735,641,2013
Tennesee,HAWKINS,5641,35942,19549,0,706,0,0,616,15071,1904,2013
Tennesee,HAYWOOD,1115,6105,3038,0,247,0,0,20,2800,280,2013
Tennesee,HENDERSON,2097,10736,5475,0,385,0,0,524,4352,501,2013
Tennesee,HENRY,3483,20959,12343,0,950,0,0,104,7561,809,2013
Tennesee,HICKMAN,2191,11181,5234,0,377,0,0,95,5475,463,2013
Tennesee,HOUSTON,939,6013,3398,0,233,0,0,54,2327,227,2013
Tennesee,HUMPHREYS,1911,9801,5501,0,372,0,0,115,3813,380,2013
Tennesee,JACKSON,941,4791,2186,0,132,0,0,33,2440,343,2013
Tennesee,JEFFERSON,5109,26889,16443,0,1145,0,0,145,9156,1302,2013
Tennesee,JOHNSON,1712,16215,7864,0,173,0,0,61,8116,729,2013
Tennesee,KNOX,35204,147921,88500,0,15635,0,136,2510,41139,6739,2013
Tennesee,LAKE,540,2578,1382,0,41,0,0,2,1153,119,2013
Tennesee,LAUDERDALE,1939,10870,5912,0,445,0,0,7,4506,488,2013
Tennesee,LAWRENCE,2837,20955,12415,0,898,0,0,71,7571,851,2013
Tennesee,LEWIS,909,7233,3254,0,197,0,0,6,3777,320,2013
Tennesee,LINCOLN,3103,13661,7835,0,743,0,0,203,4881,584,2013
Tennesee,LOUDON,5486,20547,14056,0,1358,0,0,231,4903,881,2013
Tennesee,MCMINN,4447,23787,14741,0,1048,0,0,110,7888,1043,2013
Tennesee,MCNAIRY,2523,13535,8036,0,398,0,0,68,5032,605,2013
Tennesee,MACON,1495,7578,3793,0,111,0,0,22,3651,365,2013
Tennesee,MADISON,6725,37527,21704,0,1912,0,0,319,13592,1594,2013
Tennesee,MARION,2318,9030,4374,0,209,0,0,81,4366,579,2013
Tennesee,MARSHALL,2248,14914,7057,0,489,0,0,103,7264,684,2013
Tennesee,MAURY,7173,35247,18902,0,2678,0,0,325,13342,1491,2013
Tennesee,MEIGS,1198,6359,4335,0,174,0,0,25,1825,258,2013
Tennesee,MONROE,3619,18909,13066,0,683,0,0,160,5000,817,2013
Tennesee,MONTGOMERY,25992,284733,174816,0,52954,0,0,1372,55591,8012,2013
Tennesee,MOORE,621,2023,958,0,30,0,0,53,982,142,2013
Tennesee,MORGAN,1795,7631,4984,0,232,0,0,70,2346,462,2013
Tennesee,OBION,2708,13105,7465,0,561,0,0,274,4804,726,2013
Tennesee,OVERTON,1772,10322,5720,0,455,0,0,23,4124,577,2013
Tennesee,PERRY,734,5674,2969,0,156,0,0,3,2546,215,2013
Tennesee,PICKETT,529,3048,1813,0,50,0,0,2,1182,178,2013
Tennesee,POLK,1507,7598,4835,0,219,0,0,81,2463,336,2013
Tennesee,PUTNAM,5452,33518,19283,0,2255,0,0,464,11516,1805,2013
Tennesee,RHEA,2764,13605,9297,0,352,0,0,52,3904,617,2013
Tennesee,ROANE,5613,25203,16992,0,1061,0,0,335,6816,1135,2013
Tennesee,ROBERTSON,5548,31841,18205,0,2851,0,0,220,10565,1091,2013
Tennesee,RUTHERFORD,21128,174901,55596,0,15879,0,1524,1706,100196,5828,2013
Tennesee,SCOTT,1546,10365,7258,0,243,0,0,92,2772,460,2013
Tennesee,SEQUATCHIE,1182,9481,7038,0,216,0,0,59,2168,304,2013
Tennesee,SEVIER,7635,46589,27962,0,1879,0,0,303,16445,2233,2013
Tennesee,SHELBY,59516,446471,177218,2781,34417,0,3600,4790,223666,17634,2013
Tennesee,SMITH,1550,6182,3218,0,400,0,0,79,2485,300,2013
Tennesee,STEWART,2007,14525,10054,0,766,0,0,156,3549,511,2013
Tennesee,SULLIVAN,15364,114256,59561,0,3127,0,0,1197,50371,5256,2013
Tennesee,SUMNER,13592,61701,32889,0,4445,0,0,523,23844,2569,2013
Tennesee,TIPTON,6161,37184,19451,0,4379,0,0,606,12747,1348,2013
Tennesee,TROUSDALE,687,3634,1413,0,119,0,0,43,2059,165,2013
Tennesee,UNICOI,2063,19385,7970,0,345,0,0,462,10609,861,2013
Tennesee,UNION,1357,5614,3261,0,313,0,0,41,1999,343,2013
Tennesee,VAN BUREN,548,2848,1079,0,91,0,0,22,1656,169,2013
Tennesee,WARREN,2616,20564,9573,0,507,0,0,206,10277,1126,2013
Tennesee,WASHINGTON,11927,150739,54542,2096,4507,0,7966,528,81100,5514,2013
Tennesee,WAYNE,1391,6942,3501,0,199,0,0,113,3129,321,2013
Tennesee,WEAKLEY,2636,12809,6165,0,972,0,0,461,5210,604,2013
Tennesee,WHITE,2237,13995,7514,0,484,0,0,47,5949,770,2013
Tennesee,WILLIAMSON,11136,38748,21291,0,3240,0,0,1031,13185,1442,2013
Tennesee,WILSON,9601,51678,24352,0,3485,0,0,545,23296,2231,2013
Texas,ANDERSON,5048,28121,16286,0,828,0,0,128,10879,1307,2013
Texas,ANDREWS,787,2581,1418,0,193,0,0,1,969,149,2013
Texas,ANGELINA,6160,42046,24600,0,1531,0,0,247,15668,2151,2013
Texas,ARANSAS,3062,14405,9156,0,407,0,0,315,4527,632,2013
Texas,ARCHER,793,2463,1552,0,69,0,0,24,818,181,2013
Texas,ARMSTRONG,207,1274,325,0,29,0,0,7,914,73,2013
Texas,ATASCOSA,3484,29214,16654,0,1130,0,0,230,11201,916,2013
Texas,AUSTIN,2288,8846,5326,0,637,0,0,48,2835,397,2013
Texas,BAILEY,342,1564,803,0,26,0,0,87,649,81,2013
Texas,BANDERA,2665,22852,12622,0,615,0,0,103,9512,912,2013
Texas,BASTROP,7737,40418,22562,0,1995,0,0,349,15512,1733,2013
Texas,BAYLOR,359,1638,1043,0,55,0,0,21,519,84,2013
Texas,BEE,2521,10906,7073,0,520,0,0,86,3228,451,2013
Texas,BELL,47939,662146,359571,12114,86129,0,6135,4073,194124,20405,2013
Texas,BEXAR,154509,1573026,912148,5790,185806,0,12183,14655,442442,44738,2013
Texas,BLANCO,1434,6057,3280,0,258,0,0,90,2429,277,2013
Texas,BORDEN,67,117,3,0,0,0,0,1,113,14,2013
Texas,BOSQUE,1972,13632,6888,0,411,0,0,108,6224,553,2013
Texas,BOWIE,9034,54924,35141,0,1963,0,0,479,17340,2404,2013
Texas,BRAZORIA,25633,119722,62232,0,11663,0,0,487,45339,4774,2013
Texas,BRAZOS,8925,51631,27437,0,9045,0,0,763,14385,2114,2013
Texas,BREWSTER,740,3976,1885,0,323,0,0,26,1742,184,2013
Texas,BRISCOE,124,848,366,0,8,0,0,3,470,46,2013
Texas,BROOKS,429,2824,1914,0,48,0,0,1,860,117,2013
Texas,BROWN,3123,26376,12395,0,1161,0,0,210,12610,1277,2013
Texas,BURLESON,1348,9300,4874,0,309,0,0,59,4058,476,2013
Texas,BURNET,4351,24389,11904,0,578,0,0,573,11334,1058,2013
Texas,CALDWELL,3145,17632,10669,0,775,0,0,408,5780,702,2013
Texas,CALHOUN,1687,10178,6578,0,318,0,0,107,3175,409,2013
Texas,CALLAHAN,1358,9725,5509,0,324,0,0,194,3698,418,2013
Texas,CAMERON,17285,153142,80830,0,9163,0,2676,732,59741,5951,2013
Texas,CAMP,1087,6387,4067,0,216,0,0,11,2092,242,2013
Texas,CARSON,541,2966,1532,0,55,0,0,3,1376,161,2013
Texas,CASS,2914,20879,12316,0,618,0,0,306,7639,924,2013
Texas,CASTRO,348,1307,632,0,40,0,0,14,621,115,2013
Texas,CHAMBERS,3489,9732,5195,0,726,0,0,60,3751,480,2013
Texas,CHEROKEE,3649,18183,10062,0,462,0,0,132,7528,872,2013
Texas,CHILDRESS,526,2578,1342,0,67,0,0,3,1166,156,2013
Texas,CLAY,1184,4091,2750,0,46,0,0,85,1211,253,2013
Texas,COCHRAN,201,727,508,0,26,0,0,0,193,48,2013
Texas,COKE,331,1865,993,0,60,0,0,0,812,99,2013
Texas,COLEMAN,778,5300,2794,0,120,0,0,76,2310,300,2013
Texas,COLLIN,53007,179054,101002,0,23470,0,0,3313,51269,7031,2013
Texas,COLLINGSWORTH,252,992,472,0,18,0,0,31,470,62,2013
Texas,COLORADO,1674,6942,3678,0,229,0,0,223,2812,324,2013
Texas,COMAL,15416,106413,70291,0,8909,0,0,1612,25600,3016,2013
Texas,COMANCHE,1065,8556,4837,0,139,0,0,55,3525,394,2013
Texas,CONCHO,257,1631,762,0,37,0,0,20,812,82,2013
Texas,COOKE,3084,12349,6388,0,362,0,0,210,5390,715,2013
Texas,CORYELL,11618,121495,78519,0,13028,0,0,391,29556,3696,2013
Texas,COTTLE,122,1024,493,0,74,0,0,7,450,57,2013
Texas,CRANE,282,888,572,0,59,0,0,1,257,43,2013
Texas,CROCKETT,290,924,399,0,51,0,0,6,468,36,2013
Texas,CROSBY,377,1865,952,0,77,0,0,31,806,109,2013
Texas,CULBERSON,175,1141,870,0,28,0,0,0,243,61,2013
Texas,DALLAM,414,2668,1501,0,49,0,0,0,1117,143,2013
Texas,DALLAS,106374,780140,325092,1208,75093,0,11697,9093,357956,29479,2013
Texas,DAWSON,720,2998,1883,0,3,0,0,4,1107,187,2013
Texas,DEAF SMITH,703,4352,1698,0,120,0,0,5,2530,284,2013
Texas,DELTA,585,3546,1699,0,157,0,0,2,1687,183,2013
Texas,DENTON,44004,177572,96903,0,28528,0,0,2060,50081,7422,2013
Texas,DE WITT,1673,7471,4385,0,120,0,0,75,2891,361,2013
Texas,DICKENS,210,1286,810,0,5,0,0,6,465,62,2013
Texas,DIMMIT,466,2932,1870,0,107,0,0,1,954,148,2013
Texas,DONLEY,362,2160,966,0,45,0,0,0,1149,127,2013
Texas,DUVAL,724,4143,2637,0,75,0,0,58,1373,174,2013
Texas,EASTLAND,1495,11007,6315,0,289,0,0,16,4387,486,2013
Texas,ECTOR,7486,36223,19081,0,1552,0,0,621,14969,1932,2013
Texas,EDWARDS,134,1502,459,0,18,0,0,6,1018,44,2013
Texas,ELLIS,12607,70666,36244,0,5640,0,0,329,28453,2701,2013
Texas,EL PASO,46595,525113,299686,0,74433,0,2882,3283,144829,20861,2013
Texas,ERATH,2173,12455,6969,0,1546,0,0,98,3842,532,2013
Texas,FALLS,1272,14935,6705,0,278,0,0,168,7783,579,2013
Texas,FANNIN,3095,45029,14900,0,740,0,492,125,28773,1580,2013
Texas,FAYETTE,1849,12236,6652,0,323,0,0,168,5094,637,2013
Texas,FISHER,369,2208,1384,0,28,0,0,12,783,103,2013
Texas,FLOYD,319,1597,896,0,138,0,0,11,552,120,2013
Texas,FOARD,102,865,491,0,30,0,0,6,337,38,2013
Texas,FORT BEND,32580,151325,80226,0,15242,0,0,1574,54282,5826,2013
Texas,FRANKLIN,939,4785,2406,0,136,0,0,22,2221,214,2013
Texas,FREESTONE,1485,10038,5149,0,276,0,0,89,4524,489,2013
Texas,FRIO,749,5147,3131,0,209,0,0,11,1796,187,2013
Texas,GAINES,537,2364,1354,0,50,0,0,2,957,127,2013
Texas,GALVESTON,23364,120031,62596,0,12765,0,0,1099,43571,5203,2013
Texas,GARZA,322,1006,536,0,94,0,0,25,351,73,2013
Texas,GILLESPIE,2753,17091,8564,0,369,0,0,179,7979,740,2013
Texas,GLASSCOCK,86,368,64,0,0,0,0,2,302,29,2013
Texas,GOLIAD,624,3177,2017,0,48,0,0,68,1045,138,2013
Texas,GONZALES,1423,6577,3740,0,335,0,0,42,2460,256,2013
Texas,GRAY,1784,9329,3843,0,107,0,0,79,5300,573,2013
Texas,GRAYSON,11318,75070,43904,0,3061,0,0,715,27390,3682,2013
Texas,GREGG,9119,50328,29257,0,3488,0,0,420,17162,2298,2013
Texas,GRIMES,2665,11164,5918,0,356,0,0,43,4847,519,2013
Texas,GUADALUPE,19768,174722,117113,0,25183,0,0,1894,30532,4226,2013
Texas,HALE,1685,16184,5513,0,849,0,0,173,9649,528,2013
Texas,HALL,265,1372,688,0,23,0,0,0,661,77,2013
Texas,HAMILTON,746,4865,2791,0,172,0,0,22,1881,208,2013
Texas,HANSFORD,256,810,324,0,32,0,0,2,451,76,2013
Texas,HARDEMAN,298,1737,1120,0,62,0,0,82,473,75,2013
Texas,HARDIN,5385,20681,12219,0,1262,0,0,170,7030,1196,2013
Texas,HARRIS,186604,1258362,516643,7224,138287,0,74905,12381,508923,43483,2013
Texas,HARRISON,5020,29039,15288,0,1186,0,0,235,12330,1496,2013
Texas,HARTLEY,465,924,198,0,41,0,0,6,678,65,2013
Texas,HASKELL,369,2881,1400,0,40,0,0,4,1438,118,2013
Texas,HAYS,12746,76050,41306,0,12446,0,0,1105,21193,2531,2013
Texas,HEMPHILL,234,438,157,0,0,0,0,0,281,46,2013
Texas,HENDERSON,8769,43048,20531,0,1114,0,0,385,21019,2120,2013
Texas,HIDALGO,23105,197550,107941,0,12506,0,0,1164,75939,7955,2013
Texas,HILL,3020,24213,13144,0,619,0,0,150,10300,1080,2013
Texas,HOCKLEY,1300,6984,4086,0,443,0,0,21,2434,371,2013
Texas,HOOD,5979,28675,16243,0,1265,0,0,250,10916,1460,2013
Texas,HOPKINS,2700,15455,8299,0,746,0,0,131,6279,776,2013
Texas,HOUSTON,2235,12661,7845,0,351,0,0,18,4447,590,2013
Texas,HOWARD,2626,32078,12936,56,522,0,724,166,17674,1418,2013
Texas,HUDSPETH,145,1490,648,0,21,0,0,1,820,61,2013
Texas,HUNT,8071,48204,22333,0,3438,0,0,384,22049,2202,2013
Texas,HUTCHINSON,1821,12007,4764,0,353,0,0,123,6768,682,2013
Texas,IRION,163,784,583,0,48,0,0,34,119,32,2013
Texas,JACK,651,2653,1563,0,173,0,0,41,877,113,2013
Texas,JACKSON,1176,4121,2491,0,269,0,0,132,1229,211,2013
Texas,JASPER,2873,15190,8244,0,460,0,0,103,6384,794,2013
Texas,JEFF DAVIS,197,1217,651,0,61,0,0,10,494,47,2013
Texas,JEFFERSON,18852,86327,49598,0,5354,0,0,456,30918,4778,2013
Texas,JIM HOGG,272,1757,1282,0,9,0,0,1,465,84,2013
Texas,JIM WELLS,2474,14984,10649,0,560,0,0,154,3620,583,2013
Texas,JOHNSON,13701,64120,35870,0,5481,0,0,437,22331,2710,2013
Texas,JONES,1487,7571,4415,0,365,0,0,68,2722,396,2013
Texas,KARNES,978,6393,3841,0,152,0,0,100,2300,208,2013
Texas,KAUFMAN,7246,51238,25757,0,3309,0,0,266,21906,2026,2013
Texas,KENDALL,3662,28737,19056,0,2162,0,0,356,7163,749,2013
Texas,KENEDY,26,119,60,0,35,0,0,0,23,0,2013
Texas,KENT,83,319,194,0,0,0,0,20,105,13,2013
Texas,KERR,4665,66518,25251,0,1083,0,67,814,39303,2628,2013
Texas,KIMBLE,400,2179,1304,0,99,0,0,31,746,113,2013
Texas,KING,21,50,39,0,0,0,0,1,10,0,2013
Texas,KINNEY,439,4821,1938,0,52,0,0,3,2829,143,2013
Texas,KLEBERG,2104,13515,8865,0,1224,0,0,39,3387,423,2013
Texas,KNOX,232,995,462,0,0,0,0,28,504,74,2013
Texas,LAMAR,4400,27256,14674,0,956,0,0,166,11461,1411,2013
Texas,LAMB,814,4006,2304,0,161,0,0,17,1523,253,2013
Texas,LAMPASAS,3703,38301,26726,0,2544,0,0,113,8918,1295,2013
Texas,LA SALLE,289,1377,867,0,84,0,0,7,419,65,2013
Texas,LAVACA,1480,8541,5808,0,146,0,0,40,2547,343,2013
Texas,LEE,1091,6768,3637,0,176,0,0,40,2915,323,2013
Texas,LEON,1622,12906,6784,0,226,0,0,55,5842,545,2013
Texas,LIBERTY,5774,36028,19736,0,1622,0,0,277,14393,1473,2013
Texas,LIMESTONE,1615,15631,6535,0,355,0,0,39,8702,629,2013
Texas,LIPSCOMB,194,882,247,0,33,0,0,1,600,81,2013
Texas,LIVE OAK,1139,3983,2066,0,54,0,0,18,1845,211,2013
Texas,LLANO,2838,15824,9008,0,264,0,0,211,6341,679,2013
Texas,LOVING,11,61,15,0,0,0,0,0,46,0,2013
Texas,LUBBOCK,15912,107214,60089,0,12126,0,0,1305,33694,5381,2013
Texas,LYNN,290,1659,762,0,54,0,0,6,837,78,2013
Texas,MCCULLOCH,645,3930,1869,0,130,0,0,4,1927,226,2013
Texas,MCLENNAN,16697,270299,102392,12,9736,0,71923,1259,84976,6870,2013
Texas,MCMULLEN,79,221,110,0,4,0,0,20,88,14,2013
Texas,MADISON,977,4216,2209,0,158,0,0,31,1818,214,2013
Texas,MARION,1426,8378,3964,0,131,0,0,225,4057,400,2013
Texas,MARTIN,236,1581,737,0,43,0,0,1,800,83,2013
Texas,MASON,318,2564,1116,0,58,0,0,66,1324,79,2013
Texas,MATAGORDA,2382,15245,8122,0,501,0,0,36,6587,633,2013
Texas,MAVERICK,1323,8043,5287,0,473,0,0,86,2196,302,2013
Texas,MEDINA,4899,31625,19547,0,1676,0,0,384,10017,1080,2013
Texas,MENARD,274,1366,760,0,25,0,0,4,578,65,2013
Texas,MIDLAND,8699,38683,19947,0,1908,0,0,604,16225,1946,2013
Texas,MILAM,2125,16959,7892,0,300,0,0,149,8618,593,2013
Texas,MILLS,418,3153,1620,0,38,0,0,6,1490,139,2013
Texas,MITCHELL,723,3153,1650,0,57,0,0,44,1401,167,2013
Texas,MONTAGUE,1797,9751,6424,0,232,0,0,36,3060,536,2013
Texas,MONTGOMERY,38226,155904,85474,0,15599,0,0,2427,52403,6810,2013
Texas,MOORE,882,4021,1624,0,218,0,0,98,2082,301,2013
Texas,MORRIS,1183,9609,5298,0,208,0,0,97,4006,398,2013
Texas,MOTLEY,125,1108,668,0,3,0,0,1,435,50,2013
Texas,NACOGDOCHES,4026,23504,14157,0,1950,0,0,197,7200,1036,2013
Texas,NAVARRO,3454,26008,12512,0,1006,0,0,250,12239,1056,2013
Texas,NEWTON,1152,6811,3623,0,257,0,0,50,2881,446,2013
Texas,NOLAN,1010,7809,3665,0,230,0,0,18,3897,353,2013
Texas,NUECES,28208,172085,110450,0,16396,0,0,1355,43883,6178,2013
Texas,OCHILTREE,426,1691,629,0,57,0,0,53,952,94,2013
Texas,OLDHAM,160,1380,613,0,52,0,0,4,712,69,2013
Texas,ORANGE,6524,44448,29802,0,2131,0,0,149,12365,2107,2013
Texas,PALO PINTO,2661,12664,8063,0,466,0,0,101,4035,546,2013
Texas,PANOLA,1791,10351,5030,0,421,0,0,114,4785,488,2013
Texas,PARKER,11075,51024,30796,0,3358,0,0,607,16263,2366,2013
Texas,PARMER,427,1687,889,0,37,0,0,23,738,129,2013
Texas,PECOS,1062,2626,1394,0,150,0,0,22,1060,147,2013
Texas,POLK,3935,38513,20770,0,510,0,0,467,16765,1740,2013
Texas,POTTER,7639,81440,25969,859,2306,0,746,521,51039,3449,2013
Texas,PRESIDIO,318,1814,1149,0,153,0,0,1,511,73,2013
Texas,RAINS,1146,9608,4132,0,126,0,0,20,5330,375,2013
Texas,RANDALL,9480,66682,27760,0,3770,0,0,542,34610,3609,2013
Texas,REAGAN,148,925,433,0,13,0,0,2,476,32,2013
Texas,REAL,338,3658,1150,0,50,0,0,12,2446,155,2013
Texas,RED RIVER,1234,7317,3783,0,282,0,0,42,3209,331,2013
Texas,REEVES,535,2728,1443,0,54,0,0,80,1150,155,2013
Texas,REFUGIO,628,4590,2586,0,36,0,0,9,1959,171,2013
Texas,ROBERTS,63,60,37,0,0,0,0,2,21,0,2013
Texas,ROBERTSON,1264,9934,4199,0,114,0,0,107,5514,406,2013
Texas,ROCKWALL,5910,31510,16978,0,3656,0,0,304,10572,1057,2013
Texas,RUNNELS,893,4614,3070,0,119,0,0,3,1423,234,2013
Texas,RUSK,4088,18186,10086,0,465,0,0,164,7472,951,2013
Texas,SABINE,1213,8741,5461,0,141,0,0,55,3083,446,2013
Texas,SAN AUGUSTINE,858,4752,2535,0,94,0,0,70,2053,261,2013
Texas,SAN JACINTO,3316,12797,5187,0,337,0,0,73,7199,725,2013
Texas,SAN PATRICIO,6245,37643,26072,0,2670,0,0,172,8728,1198,2013
Texas,SAN SABA,455,2219,1014,0,40,0,0,37,1128,134,2013
Texas,SCHLEICHER,150,908,537,0,21,0,0,53,296,30,2013
Texas,SCURRY,909,4884,2566,0,138,0,0,52,2128,242,2013
Texas,SHACKELFORD,187,1533,850,0,26,0,0,100,558,48,2013
Texas,SHELBY,1518,9060,4711,0,204,0,0,46,4099,456,2013
Texas,SHERMAN,147,548,152,0,14,0,0,17,364,39,2013
Texas,SMITH,16355,81245,50323,0,5354,0,0,652,24916,3770,2013
Texas,SOMERVELL,541,2277,1314,0,179,0,0,14,769,126,2013
Texas,STARR,803,8281,5572,0,328,0,0,24,2357,329,2013
Texas,STEPHENS,967,3098,1569,0,35,0,0,37,1458,166,2013
Texas,STERLING,78,459,169,0,0,0,0,3,288,23,2013
Texas,STONEWALL,116,461,206,0,5,0,0,4,246,33,2013
Texas,SUTTON,244,750,514,0,15,0,0,2,220,50,2013
Texas,SWISHER,526,3950,1564,0,49,0,0,28,2309,181,2013
Texas,TARRANT,118214,629050,339594,0,85064,0,274,7872,196247,26434,2013
Texas,TAYLOR,11863,98610,60550,0,12238,0,0,961,24861,3345,2013
Texas,TERRELL,103,761,521,0,34,0,0,0,205,27,2013
Texas,TERRY,730,2826,1797,0,77,0,0,37,915,150,2013
Texas,THROCKMORTON,186,591,454,0,29,0,0,10,98,25,2013
Texas,TITUS,1859,9006,4989,0,420,0,0,47,3549,375,2013
Texas,TOM GREEN,9836,67272,40764,0,6689,0,0,1055,18763,2515,2013
Texas,TRAVIS,52364,1759581,168368,2763,50887,1385063,35922,6004,110574,13356,2013
Texas,TRINITY,1760,11812,6288,0,310,0,0,114,5100,538,2013
Texas,TYLER,2138,11321,6271,0,212,0,0,39,4799,617,2013
Texas,UPSHUR,3076,18347,9766,0,616,0,0,126,7839,1009,2013
Texas,UPTON,252,1082,637,0,21,0,0,25,399,69,2013
Texas,UVALDE,1567,9753,5462,0,482,0,0,52,3758,411,2013
Texas,VAL VERDE,3299,22786,14450,0,1759,0,0,396,6181,759,2013
Texas,VAN ZANDT,5024,27312,13092,0,799,0,0,166,13256,1276,2013
Texas,VICTORIA,6489,36346,21323,0,1411,0,0,513,13098,1470,2013
Texas,WALKER,4717,20868,10687,0,3202,0,0,188,6791,825,2013
Texas,WALLER,2586,8708,3294,0,647,0,0,110,4657,500,2013
Texas,WARD,787,3616,2185,0,38,0,0,25,1368,185,2013
Texas,WASHINGTON,2480,11591,7256,0,404,0,0,217,3714,597,2013
Texas,WEBB,6406,50712,32723,0,3131,0,0,206,14652,2332,2013
Texas,WHARTON,2567,13347,6171,0,349,0,0,111,6716,575,2013
Texas,WHEELER,386,2443,1225,0,43,0,0,8,1167,127,2013
Texas,WICHITA,12838,85761,63583,0,7940,0,0,861,13378,2845,2013
Texas,WILBARGER,964,4827,3433,0,173,0,0,91,1130,189,2013
Texas,WILLACY,840,8964,4685,0,304,0,0,34,3941,320,2013
Texas,WILLIAMSON,36489,187499,107988,0,25073,0,0,2285,52152,7417,2013
Texas,WILSON,4892,37817,23459,0,2746,0,0,327,11285,1228,2013
Texas,WINKLER,522,1822,970,0,17,0,0,15,819,90,2013
